Situation;Nivel;Number;Imports;Changed_files;Changes;Deletion;Aditions;Size_body;Create_date;Closed_date;Merge_date;Diff_MergeLastModify;Diff_CreateNow;PR_comments;PR_size_comments;Review_comments;Review_size_comments;Issue_comments;Issue_size_comments;Qtd_labels_pr;Qtd_labels_issue;Commits
Closed;Easy;14585;1;10;178;0;178;744;2020-04-15 04:19:03;2020-05-11 07:29:43;;;595 days 17:03:23.515861;5;706;4;706;5;719;1;3;2
Closed;Easy;14584;0;5;53;10;43;610;2020-04-15 04:17:54;2020-05-27 04:45:45;2020-05-27 04:45:45;544 days 07:33:24;595 days 17:04:35.695309;7;1267;6;1267;7;745;1;4;1
Closed;Easy;14524;3;8;498;11;487;468;2020-04-09 17:29:26;2020-04-09 19:41:41;2020-04-09 19:41:41;590 days 09:46:37;601 days 03:53:06.303036;2;0;0;0;2;121;1;3;2
Closed;Easy;14477;0;1;8;4;4;608;2020-04-06 19:20:00;2020-04-12 22:02:57;2020-04-12 22:02:57;575 days 06:13:50;604 days 02:02:34.711398;2;0;0;0;2;254;1;2;1
Closed;Easy;14464;0;1;5;2;3;941;2020-04-05 16:13:35;2021-10-25 22:28:29;;;605 days 05:09:02.342501;9;0;0;0;8;1508;2;4;2
Closed;Easy;14444;0;2;8;1;7;821;2020-04-02 20:44:38;2020-04-03 00:40:51;;;608 days 00:38:01.920722;2;0;0;0;1;189;2;4;1
Closed;Easy;14440;0;3;13;6;7;276;2020-04-02 18:50:22;2020-04-03 18:41:19;2020-04-03 18:41:19;604 days 11:41:04;608 days 02:32:20.832153;4;0;0;0;3;658;2;4;1
Closed;Easy;14394;0;2;94;2;92;757;2020-03-29 11:22:01;2021-09-06 20:04:43;;;612 days 10:00:44.646772;6;0;0;0;4;866;3;4;1
Closed;Easy;14390;0;6;90;50;40;514;2020-03-28 18:39:32;2020-03-31 22:33:37;;;613 days 02:43:16.809448;1;852;4;852;1;395;2;3;1
Closed;Easy;14343;0;4;21;1;20;612;2020-03-26 07:38:49;2020-03-26 20:13:38;;;615 days 13:44:02.455406;1;0;0;0;1;499;1;5;1
Closed;Easy;14198;1;11;955;48;907;276;2020-03-14 12:44:36;2020-04-09 19:42:21;;;627 days 08:38:21.487405;22;6630;31;6630;20;8111;3;3;1
Closed;Easy;14154;0;12;156;5;151;1423;2020-03-09 12:23:36;2020-03-26 19:23:43;;;632 days 08:59:24.603388;6;443;4;443;5;971;3;5;1
Closed;Easy;14128;0;2;3;1;2;472;2020-03-07 13:03:46;2020-04-20 22:42:26;2020-04-20 22:42:26;589 days 21:27:18;634 days 08:19:17.291631;5;0;0;0;5;505;2;3;1
Closed;Easy;14112;0;3;602;8;594;670;2020-03-06 06:35:15;2020-03-10 23:30:00;2020-03-10 23:29:59;618 days 16:18:59;635 days 14:47:51.625036;5;29;1;29;5;625;1;5;1
Closed;Easy;14108;0;1;2;1;1;901;2020-03-05 16:57:39;2020-03-05 19:02:55;2020-03-05 19:02:54;612 days 20:46:40;636 days 04:25:30.290692;1;0;0;0;1;85;1;3;1
Closed;Easy;14051;1;269;655;166;489;1268;2020-02-27 14:24:52;2020-03-08 11:15:51;;;643 days 06:58:23.562092;4;0;0;0;1;58;1;5;26
Closed;Easy;14041;0;12;418;93;325;1244;2020-02-26 21:50:45;2020-02-27 14:19:14;;;643 days 23:32:32.999369;0;0;0;0;0;0;1;5;13
Closed;Easy;14032;0;31;207;88;119;454;2020-02-26 01:56:53;2021-01-20 05:54:12;;;644 days 19:26:29.174699;5;1198;8;1198;2;851;2;5;2
Closed;Easy;13988;0;5;34;9;25;226;2020-02-21 15:24:44;2020-06-24 21:51:43;;;649 days 05:58:41.264880;10;323;3;323;10;1972;1;3;1
Closed;Easy;13926;0;1;9;0;9;1024;2020-02-17 06:18:30;2020-05-02 03:16:59;;;653 days 15:04:58.288094;1;0;0;0;0;0;2;5;1
Closed;Easy;13811;0;2;13;7;6;956;2020-02-03 16:57:53;2020-04-29 06:09:37;;;667 days 04:25:37.797368;6;0;0;0;5;968;2;5;2
Closed;Easy;13807;0;1;4;4;0;412;2020-02-03 11:27:12;2020-02-03 11:31:45;;;667 days 09:56:21.254757;0;0;0;0;0;0;1;5;3
Closed;Easy;13675;0;2;6;3;3;510;2020-01-15 07:48:26;2020-05-27 04:40:09;;;686 days 13:35:09.801490;8;0;0;0;7;1873;2;3;1
Closed;Easy;13669;1;4;184;79;105;15;2020-01-14 21:14:36;2020-02-03 04:55:40;;;687 days 00:09:06.600992;8;3897;23;3897;7;3396;2;5;2
Closed;Easy;13647;0;1;4;0;4;180;2020-01-11 18:39:57;2020-02-01 01:22:28;;;690 days 02:43:48.638509;2;0;0;0;1;26;1;4;1
Closed;Easy;13627;1;8;75;0;75;14;2020-01-08 07:47:45;2020-05-11 07:23:37;;;693 days 13:36:03.367721;2;0;0;0;2;62;1;3;1
Closed;Easy;13535;0;1;2;1;1;365;2019-12-14 11:48:10;2020-04-06 07:58:36;;;718 days 09:35:41.762552;5;1365;4;1365;4;296;1;4;1
Closed;Easy;13411;2;23;3132;0;3132;321;2019-11-18 03:45:44;2019-11-18 20:09:26;;;744 days 17:38:10.726903;3;0;0;0;2;4151;2;4;1
Closed;Easy;13405;0;6;128;23;105;776;2019-11-14 19:20:19;2020-01-14 02:32:24;;;748 days 02:03:40.436904;12;2524;23;2524;12;2000;1;4;1
Closed;Easy;13401;0;4;14;6;8;514;2019-11-13 23:44:40;2019-11-18 20:23:14;;;748 days 21:39:22.436745;2;343;2;343;2;372;1;4;1
Closed;Easy;13359;0;2;23;7;16;445;2019-11-03 18:37:23;2019-11-09 01:48:48;;;759 days 02:46:42.603529;3;0;0;0;2;396;1;4;2
Closed;Easy;13349;0;3;71;5;66;411;2019-10-31 12:38:29;2019-11-12 20:13:15;;;762 days 08:45:39.465671;14;150;3;150;13;4482;2;4;1
Closed;Easy;13330;0;3;37;1;36;216;2019-10-27 19:36:32;2019-10-28 21:59:04;;;766 days 01:47:38.867326;2;0;0;0;1;218;4;6;1
Closed;Easy;13308;0;0;0;0;0;218;2019-10-23 00:16:30;2019-10-27 08:48:34;;;770 days 21:07:43.282534;3;0;0;0;2;296;1;4;0
Closed;Easy;13285;0;2;23;0;23;140;2019-10-14 17:02:06;2019-11-13 01:15:49;;;779 days 04:22:10.240052;10;109;1;109;10;1941;1;4;11
Closed;Easy;13279;0;7;223;92;131;580;2019-10-11 19:34:16;2019-11-12 21:08:48;;;782 days 01:50:03.197656;4;0;0;0;3;383;2;4;1
Closed;Easy;13229;0;2;14;5;9;324;2019-09-28 18:37:37;2019-09-30 17:51:22;;;795 days 02:46:44.706705;3;0;0;0;2;136;3;5;1
Closed;Easy;13227;1;3;24;12;12;567;2019-09-27 23:26:06;2019-10-01 21:00:16;;;795 days 21:58:18.392624;6;251;1;251;6;1186;1;5;2
Closed;Easy;13191;1;9;120;0;120;155;2019-09-18 21:30:31;2020-05-11 07:23:17;;;804 days 23:53:55.809894;7;0;0;0;7;1234;1;3;1
Closed;Easy;13190;1;9;120;0;120;155;2019-09-18 21:18:22;2019-09-18 21:29:27;;;805 days 00:06:07.230650;0;0;0;0;0;0;1;3;1
Closed;Easy;13095;0;7;52;26;26;134;2019-08-28 15:52:20;2019-08-28 22:20:06;;;826 days 05:32:11.664843;2;0;0;0;1;145;2;4;1
Closed;Easy;13059;0;2;12;1;11;430;2019-08-23 20:10:09;2019-08-26 20:42:18;;;831 days 01:14:25.627837;2;223;4;223;2;198;1;5;1
Closed;Easy;13010;0;2;15;5;10;195;2019-08-15 19:07:09;2019-08-16 21:38:10;;;839 days 02:17:28.762358;3;0;0;0;3;1244;1;4;1
Closed;Easy;12971;0;2;11;0;11;104;2019-08-09 17:42:15;2019-08-24 16:40:17;;;845 days 03:42:25.121651;2;0;0;0;2;52;1;5;1
Closed;Easy;12942;0;1;4;2;2;665;2019-08-06 02:43:04;2019-08-08 00:17:26;2019-08-08 00:17:26;846 days 23:14:13;848 days 18:41:39.011724;4;200;3;200;3;283;3;4;1
Closed;Easy;12911;0;2;19;4;15;732;2019-07-29 19:18:10;2019-07-29 22:08:56;;;856 days 02:06:36.508649;2;0;0;0;1;38;1;2;4
Closed;Easy;12726;0;7;52;14;38;607;2019-07-07 15:53:14;2019-07-29 22:56:48;;;878 days 05:31:36.327842;9;0;0;0;8;986;2;4;2
Closed;Easy;12691;0;0;0;0;0;597;2019-07-02 13:16:06;2019-07-07 14:38:18;;;883 days 08:08:47.190181;7;0;0;0;5;1682;2;4;0
Closed;Easy;12684;3;6;53;8;45;900;2019-07-01 01:08:55;2019-07-23 01:16:44;;;884 days 20:16:01.322467;7;1569;6;1569;7;1503;1;3;1
Closed;Easy;12612;0;1;5;3;2;986;2019-06-19 17:32:37;2019-07-13 22:45:39;;;896 days 03:52:22.853590;13;1839;7;1839;12;3210;3;3;1
Closed;Easy;12606;1;20;1275;571;704;641;2019-06-18 18:03:40;2019-06-19 17:07:06;;;897 days 03:21:24.091607;2;0;0;0;2;2232;1;3;16
Closed;Easy;12514;1;5;25;1;24;447;2019-06-06 16:23:50;2019-06-07 20:43:22;;;909 days 05:01:17.256790;5;2202;7;2202;4;862;2;3;1
Closed;Easy;12492;0;2;46;1;45;1239;2019-06-05 02:09:53;2019-07-13 03:55:10;;;910 days 19:15:16.786449;3;0;0;0;2;180;2;3;1
Closed;Easy;12484;0;2;22;0;22;144;2019-06-04 14:26:21;2019-08-26 20:43:26;;;911 days 06:58:52.219313;5;208;3;208;5;414;1;5;1
Closed;Easy;12385;0;4;51;15;36;114;2019-05-23 06:36:54;2019-06-24 11:47:28;;;923 days 14:48:23.064094;9;169;1;169;7;1729;3;3;3
Closed;Easy;12298;1;9;152;36;116;483;2019-05-08 07:45:12;2020-06-10 19:44:34;;;938 days 13:40:08.747798;28;703;3;703;27;13120;2;3;2
Closed;Easy;12269;0;2;30;30;0;12;2019-05-05 12:17:43;2019-05-06 00:47:42;2019-05-06 00:47:42;823 days 18:21:52;941 days 09:07:40.712083;0;0;0;0;0;0;1;3;1
Closed;Easy;12217;0;3;48;14;34;304;2019-04-26 13:29:53;2019-06-03 12:58:39;;;950 days 07:55:33.312628;5;516;3;516;4;924;2;3;3
Closed;Easy;12145;0;7;308;81;227;1354;2019-04-16 22:12:12;2019-11-21 01:40:20;2019-11-21 01:40:20;614 days 16:08:06;959 days 23:13:17.049646;6;645;3;645;5;1634;2;4;3
Closed;Easy;11969;0;2;28;9;19;222;2019-03-21 20:30:51;2019-06-05 02:10:45;;;986 days 00:54:41.207527;10;0;0;0;9;2310;2;3;1
Closed;Easy;11872;0;1;2;0;2;573;2019-03-12 01:48:51;2019-03-18 20:21:01;;;995 days 19:36:44.215227;12;0;0;0;12;4473;1;4;1
Closed;Easy;11800;0;1;4;0;4;147;2019-03-06 16:21:00;2019-03-19 19:29:56;;;1001 days 05:04:37.619894;4;0;0;0;3;799;3;4;1
Closed;Easy;11799;0;1;4;0;4;126;2019-03-06 13:59:03;2019-03-06 16:19:05;;;1001 days 07:26:37.085961;1;0;0;0;0;0;3;4;5
Closed;Easy;11798;0;1;4;0;4;66;2019-03-06 13:51:16;2019-03-06 13:55:22;;;1001 days 07:34:27.268387;2;0;0;0;2;276;1;4;3
Closed;Easy;11783;0;2;16;0;16;39;2019-03-05 04:41:32;2019-07-29 22:09:43;;;1002 days 16:44:15.847961;5;3475;26;3475;5;1688;1;2;1
Closed;Easy;11748;0;1;3;2;1;379;2019-03-02 13:06:41;2019-03-07 01:06:11;;;1005 days 08:19:09.520172;2;100;1;100;1;77;3;3;1
Closed;Easy;11705;0;1;3;1;2;271;2019-02-27 19:51:43;2019-02-27 20:54:55;;;1008 days 01:34:11.579486;3;0;0;0;2;347;2;3;1
Closed;Easy;11660;0;4;7;2;5;263;2019-02-23 15:59:03;2019-02-23 19:50:39;;;1012 days 05:26:54.779567;4;0;0;0;3;531;2;3;1
Closed;Easy;11659;0;2;11;3;8;181;2019-02-23 14:21:27;2019-02-25 17:48:35;;;1012 days 07:04:33.319942;3;0;0;0;2;292;4;4;1
Closed;Easy;11658;0;1;4;4;0;332;2019-02-23 10:14:30;2019-02-25 19:27:28;;;1012 days 11:11:32.866525;2;0;0;0;2;127;1;4;1
Closed;Easy;11625;0;2;20;2;18;967;2019-02-20 18:48:55;2019-02-20 20:28:31;;;1015 days 02:37:10.360008;3;0;0;0;2;182;3;3;1
Closed;Easy;11604;0;1;6;3;3;478;2019-02-17 20:29:23;2019-02-18 23:43:21;;;1018 days 00:56:45.234904;2;0;0;0;1;38;3;3;2
Closed;Easy;11602;0;4;7;3;4;315;2019-02-17 19:49:52;2019-02-23 02:49:15;2019-02-23 02:49:15;1009 days 13:10:53;1018 days 01:36:19.240167;5;0;0;0;3;1310;2;3;3
Closed;Easy;11538;0;3;17;6;11;959;2019-02-12 21:07:14;2019-02-13 18:53:40;;;1023 days 00:19:00.506924;5;319;3;319;5;1096;1;3;3
Closed;Easy;11508;0;3;29;8;21;590;2019-02-09 23:26:13;2019-03-01 19:17:07;;;1025 days 22:00:04.564756;6;123;1;123;5;764;3;4;1
Closed;Easy;11505;0;4;63;25;38;698;2019-02-09 13:47:41;2019-02-18 22:22:27;;;1026 days 07:38:40.939683;6;0;0;0;6;1083;1;6;3
Closed;Easy;11492;0;21;367;245;122;90;2019-02-08 09:54:47;2019-02-10 20:28:18;2019-02-10 20:28:18;865 days 21:06:37;1027 days 11:31:37.936382;2;370;3;370;2;98;1;2;1
Closed;Easy;11479;0;1;5;0;5;291;2019-02-07 14:17:19;2019-03-19 20:32:10;;;1028 days 07:09:08.442474;10;0;0;0;9;963;1;4;5
Closed;Easy;11427;0;6;15;6;9;293;2019-02-01 13:16:04;2019-02-01 15:26:58;;;1034 days 08:10:26.278519;2;108;1;108;1;94;2;3;1
Closed;Easy;11414;0;15;102;51;51;82;2019-01-31 13:37:06;2019-01-31 20:22:55;;;1035 days 07:49:26.826398;1;0;0;0;1;310;1;3;1
Closed;Easy;11398;0;3;27;6;21;698;2019-01-30 12:58:25;2019-02-09 13:47:53;;;1036 days 08:28:10.207624;1;0;0;0;0;0;2;6;3
Closed;Easy;11365;1;2;18;2;16;99;2019-01-27 06:55:05;2019-01-28 23:22:45;;;1039 days 14:31:32.569956;2;0;0;0;2;2227;1;5;1
Closed;Easy;11364;0;1;2;1;1;78;2019-01-26 22:29:35;2019-01-29 05:38:04;;;1039 days 22:57:05.003665;3;0;0;0;3;445;1;4;1
Closed;Easy;11360;0;3;27;6;21;781;2019-01-26 13:51:52;2019-02-09 13:50:36;;;1040 days 07:34:50.851472;2;519;4;519;1;442;2;6;9
Closed;Easy;11347;0;1;2;1;1;466;2019-01-24 19:51:11;2019-01-26 22:30:14;;;1042 days 01:35:34.487118;11;2;1;2;10;3096;3;4;3
Closed;Easy;11304;0;1;4;2;2;133;2019-01-17 14:07:04;2019-01-17 18:29:49;2019-01-17 18:29:49;935 days 15:39:41;1049 days 07:19:43.914403;3;0;0;0;3;382;1;3;1
Closed;Easy;11275;1;11;91;2;89;418;2019-01-14 15:34:55;2019-01-25 22:44:33;;;1052 days 05:51:56.141970;7;837;9;837;7;1362;1;4;1
Closed;Easy;11201;0;4;61;1;60;915;2019-01-06 18:38:37;2019-01-07 21:12:25;;;1060 days 02:48:17.113563;2;122;2;122;1;112;2;3;1
Closed;Easy;11197;0;5;94;12;82;870;2019-01-06 16:45:43;2019-01-08 03:10:43;;;1060 days 04:41:14.089616;2;302;3;302;1;436;4;3;1
Closed;Easy;11157;0;1;4;2;2;638;2018-12-29 19:27:42;2018-12-29 22:39:02;;;1068 days 01:59:17.649356;2;0;0;0;1;286;3;4;1
Closed;Easy;11142;0;1;226;129;97;558;2018-12-28 14:14:30;2019-02-13 18:51:40;;;1069 days 07:12:32.325612;6;0;0;0;3;75;2;3;1
Closed;Easy;11127;0;1;6;0;6;582;2018-12-25 11:28:57;2019-01-04 22:30:58;;;1072 days 09:58:07.863254;1;0;0;0;1;120;1;3;1
Closed;Easy;11110;0;1;11;0;11;324;2018-12-21 20:43:14;2018-12-29 18:41:50;;;1076 days 00:43:53.329701;1;0;0;0;1;365;1;2;1
Closed;Easy;11095;0;3;230;97;133;549;2018-12-20 14:05:39;2018-12-29 09:40:28;;;1077 days 07:21:30.735774;3;0;0;0;2;563;2;3;1
Closed;Easy;11051;0;2;26;0;26;463;2018-12-15 17:09:50;2018-12-15 18:09:00;;;1082 days 04:17:22.125538;0;0;0;0;0;0;1;4;3
Closed;Easy;11050;0;14;13;0;13;521;2018-12-15 16:14:43;2018-12-17 07:43:28;;;1082 days 05:12:31.947993;2;642;2;642;2;505;1;2;4
Closed;Easy;11012;0;4;54;15;39;771;2018-12-11 01:53:07;2018-12-15 19:12:57;;;1086 days 19:34:10.657631;7;188;2;188;7;4874;1;4;1
Closed;Easy;11007;0;7;60;22;38;106;2018-12-10 17:09:14;2018-12-11 20:47:03;;;1087 days 04:18:06.747673;4;470;5;470;4;497;1;3;1
Closed;Easy;11001;0;1;1;0;1;80;2018-12-09 15:03:50;2018-12-10 05:52:11;;;1088 days 06:23:34.383898;2;0;0;0;1;209;2;3;1
Closed;Easy;10995;0;1;7;1;6;474;2018-12-08 12:29:15;2018-12-10 06:22:26;;;1089 days 08:58:13.154811;3;120;1;120;2;227;3;4;1
Closed;Easy;10994;0;5;111;54;57;936;2018-12-08 11:50:24;2018-12-10 05:46:22;;;1089 days 09:37:08.114831;14;28;1;28;14;2934;1;4;3
Closed;Easy;10985;0;4;18;0;18;411;2018-12-07 12:03:12;2018-12-10 06:34:28;;;1090 days 09:24:23.729895;2;314;4;314;1;433;3;4;1
Closed;Easy;10960;0;2;34;0;34;901;2018-12-05 05:21:30;2018-12-05 20:41:10;;;1092 days 16:06:08.425259;4;0;0;0;4;986;1;3;8
Closed;Easy;10959;0;1;1;1;0;363;2018-12-05 03:50:24;2018-12-05 20:45:59;;;1092 days 17:37:17.165443;2;0;0;0;2;699;1;3;1
Closed;Easy;10939;0;2;47;2;45;238;2018-12-01 20:01:35;2018-12-04 22:20:37;;;1096 days 01:26:08.757607;4;140;1;140;2;335;5;5;1
Closed;Easy;10927;0;1;20;8;12;211;2018-11-30 13:54:47;2018-12-04 20:24:12;;;1097 days 07:32:59.187278;8;0;0;0;7;3869;2;2;2
Closed;Easy;10913;0;1;6;6;0;219;2018-11-29 16:12:41;2018-11-29 18:41:28;;;1098 days 05:15:07.673094;4;0;0;0;3;653;1;3;1
Closed;Easy;10905;0;1;5;0;5;41;2018-11-28 17:21:24;2018-11-28 19:53:54;;;1099 days 04:06:27.177603;16;0;0;0;16;2735;1;3;1
Closed;Easy;10904;0;1;3;0;3;96;2018-11-28 17:01:38;2018-11-28 17:14:16;;;1099 days 04:26:15.939471;4;0;0;0;3;681;3;3;1
Closed;Easy;10897;0;1;10;2;8;109;2018-11-27 21:01:08;2018-11-29 15:46:54;;;1100 days 00:26:49.476765;3;436;2;436;2;393;1;2;1
Closed;Easy;10891;0;1;7;2;5;744;2018-11-26 19:20:11;2018-11-27 23:43:11;;;1101 days 02:07:49.179691;1;0;0;0;1;609;1;3;3
Closed;Easy;10858;1;5;38;2;36;341;2018-11-18 04:19:49;2018-11-19 20:00:35;;;1109 days 17:08:13.941816;10;0;0;0;10;2548;1;3;1
Closed;Easy;10699;0;3;30;11;19;562;2018-10-20 09:15:42;2018-11-13 20:56:07;;;1138 days 12:12:24.358767;14;1312;9;1312;13;2625;3;4;1
Closed;Easy;10685;0;1;12;6;6;375;2018-10-19 07:54:50;2018-10-19 22:43:50;;;1139 days 13:33:18.992722;2;0;0;0;2;608;1;4;3
Closed;Easy;10676;0;2;31;4;27;104;2018-10-17 07:19:30;2019-08-26 20:44:22;;;1141 days 14:08:42.191767;2;220;2;220;2;417;1;5;1
Closed;Easy;10664;0;3;24;0;24;2785;2018-10-15 18:32:02;2018-10-15 19:53:24;;;1143 days 02:56:12.830005;3;0;0;0;2;334;3;4;1
Closed;Easy;10557;0;2;10;2;8;718;2018-09-24 09:12:25;2019-02-14 10:40:44;;;1164 days 12:15:52.489651;8;324;2;324;6;1193;4;4;1
Closed;Easy;10504;0;3;18;3;15;677;2018-09-12 18:55:00;2018-10-09 22:44:23;;;1176 days 02:33:20.170513;2;115;1;115;2;699;1;3;1
Closed;Easy;10370;7;10;472;216;256;813;2018-08-20 03:41:45;2019-03-19 20:42:15;;;1199 days 17:46:38.211108;7;447;6;447;5;370;3;3;4
Closed;Easy;10363;0;1;2;1;1;161;2018-08-18 16:02:12;2020-05-14 17:35:49;;;1201 days 05:26:13.702640;3;0;0;0;2;947;2;4;1
Closed;Easy;10242;0;2;12;3;9;150;2018-08-08 19:50:38;2019-03-19 19:41:57;;;1211 days 01:37:51.726726;6;1188;5;1188;5;710;1;5;1
Closed;Easy;10185;0;5;14;5;9;532;2018-08-04 09:35:26;2018-08-04 16:41:58;;;1215 days 11:53:06.254082;2;0;0;0;1;186;2;3;3
Closed;Easy;10066;0;0;0;0;0;144;2018-07-26 06:29:15;2018-07-30 16:17:36;;;1224 days 14:59:19.739326;2;0;0;0;0;0;1;3;0
Closed;Easy;10003;0;1;2;0;2;682;2018-07-20 19:57:23;2018-08-14 17:19:20;;;1230 days 01:31:14.501469;4;200;2;200;4;337;1;6;1
Closed;Easy;9998;0;1;1;0;1;239;2018-07-20 18:11:28;2018-07-22 14:20:46;2018-07-22 14:20:45;1225 days 01:39:23;1230 days 03:17:12.106527;3;0;0;0;2;204;3;4;1
Closed;Easy;9626;0;1;2;1;1;88;2018-06-01 18:54:08;2018-06-01 18:58:10;2018-06-01 18:58:10;1279 days 04:50:32;1279 days 02:34:34.468730;0;0;0;0;0;0;1;1;1
Closed;Easy;9390;0;1;2;1;1;355;2018-05-15 03:29:09;2018-05-23 20:29:34;;;1296 days 17:59:36.038221;7;0;0;0;6;718;2;3;1
Closed;Easy;9345;2;3;7;4;3;560;2018-05-09 03:22:58;2018-05-10 03:38:16;2018-05-10 03:38:16;1184 days 15:31:18;1302 days 18:05:49.597083;6;0;0;0;6;1229;1;2;2
Closed;Easy;9323;3;4;53;4;49;573;2018-05-05 18:55:21;2019-06-27 02:40:26;;;1306 days 02:33:29.105112;2;0;0;0;1;130;2;3;3
Closed;Easy;9249;0;1;12;4;8;427;2018-04-27 20:01:06;2018-04-27 21:21:52;;;1314 days 01:27:46.712746;2;0;0;0;1;188;3;3;1
Closed;Easy;9248;0;22;206;82;124;434;2018-04-27 16:28:35;2018-04-27 19:45:19;;;1314 days 05:00:21.144366;1;0;0;0;0;0;3;3;12
Closed;Easy;9025;0;1;2;0;2;20;2018-04-08 13:54:32;2018-04-12 22:09:24;;;1333 days 07:34:26.993557;2;0;0;0;1;137;4;5;1
Closed;Easy;8974;0;6;70;6;64;760;2018-04-05 14:54:51;2018-04-06 00:16:17;;;1336 days 06:34:10.813466;4;0;0;0;4;409;1;5;1
Closed;Easy;8932;0;1;32;18;14;250;2018-04-03 00:46:50;2018-04-05 22:22:19;;;1338 days 20:42:14.687100;4;0;0;0;3;424;4;5;2
Closed;Easy;8776;0;7;73;33;40;230;2018-03-21 21:48:06;2018-03-21 23:49:08;;;1350 days 23:41:01.295855;1;0;0;0;1;238;1;2;3
Closed;Easy;8747;0;1;26;0;26;678;2018-03-19 08:32:18;2018-04-03 16:21:42;;;1353 days 12:56:52.439078;2;823;7;823;2;271;2;3;1
Closed;Easy;8727;0;1;10;2;8;112;2018-03-16 14:24:13;2018-11-23 05:30:56;;;1356 days 07:05:00.121526;6;86;1;86;4;233;3;3;1
Closed;Easy;8705;0;2;23;1;22;5;2018-03-14 18:37:03;2018-03-15 22:16:53;;;1358 days 02:52:12.699537;1;0;0;0;1;166;1;2;1
Closed;Easy;8664;0;1;8;0;8;354;2018-03-12 04:39:16;2018-03-12 05:17:20;2018-03-12 05:17:19;1341 days 00:18:41;1360 days 16:50:02.402297;2;0;0;0;1;33;4;5;1
Closed;Easy;8651;0;5;61;14;47;1512;2018-03-11 11:16:05;2021-09-06 20:04:39;;;1361 days 10:13:15.779813;2;0;0;0;1;404;3;3;3
Closed;Easy;8637;2;13;123;21;102;1100;2018-03-09 14:29:06;2018-04-28 17:20:41;;;1363 days 07:00:17.274730;4;0;0;0;2;532;2;3;3
Closed;Easy;8553;0;1;7;5;2;92;2018-03-02 04:28:20;2018-03-02 17:35:04;;;1370 days 17:01:05.957893;3;144;2;144;2;151;2;2;1
Closed;Easy;8549;2;22;433;265;168;44;2018-03-01 20:55:33;2018-03-12 05:10:06;;;1371 days 00:33:56.057032;8;214;4;214;7;3255;1;3;4
Closed;Easy;8542;0;6;118;24;94;858;2018-03-01 13:56:14;2018-03-14 18:12:30;;;1371 days 07:33:18.051747;6;271;2;271;6;1043;1;3;1
Closed;Easy;8521;0;5;31;11;20;858;2018-02-26 16:27:30;2018-02-27 20:36:47;;;1374 days 05:02:04.612543;5;0;0;0;4;861;2;3;2
Closed;Easy;8512;0;2;227;19;208;328;2018-02-25 18:00:05;2018-03-21 05:02:57;;;1375 days 03:29:32.369201;9;252;1;252;8;2678;1;4;4
Closed;Easy;8506;0;3;53;4;49;646;2018-02-24 23:46:15;2020-04-03 19:01:36;;;1375 days 21:43:25.045163;4;0;0;0;2;152;3;3;1
Closed;Easy;8409;0;6;33;4;29;379;2018-02-16 15:04:11;2018-02-27 12:22:30;;;1384 days 06:25:32.684752;10;2767;14;2767;10;2451;2;3;2
Closed;Easy;8397;3;30;2745;0;2745;260;2018-02-15 16:16:15;2018-02-28 21:18:21;2018-02-28 21:18:21;638 days 17:13:04;1385 days 05:13:31.766464;4;4723;7;4723;3;419;1;4;3
Closed;Easy;8394;0;3;57;22;35;661;2018-02-15 11:17:11;2018-03-03 18:29:37;;;1385 days 10:12:38.646789;5;375;2;375;3;647;1;4;3
Closed;Easy;8390;0;2;27;3;24;180;2018-02-14 19:23:45;2018-03-02 01:57:53;;;1386 days 02:06:07.520738;5;0;0;0;4;435;1;3;1
Closed;Easy;8359;0;2;154;3;151;161;2018-02-13 01:35:46;2018-02-26 21:50:15;2018-02-26 21:50:15;1371 days 17:26:13;1387 days 19:54:08.812091;4;0;0;0;4;294;1;3;1
Closed;Easy;8343;0;4;84;23;61;504;2018-02-11 18:03:35;2018-09-13 16:58:11;;;1389 days 03:26:22.870026;11;455;4;455;9;3694;2;4;1
Closed;Easy;8341;0;3;37;2;35;97;2018-02-11 08:10:22;2018-02-12 16:58:14;;;1389 days 13:19:38.817970;4;472;4;472;3;503;1;4;1
Closed;Easy;8339;0;2;20;3;17;271;2018-02-10 17:43:26;2018-02-17 00:58:15;;;1390 days 03:46:37.993576;4;0;0;0;3;341;2;3;1
Closed;Easy;8308;0;13;91;12;79;141;2018-02-08 14:46:05;2018-03-28 19:40:24;;;1392 days 06:44:02.030798;10;0;0;0;9;1465;2;3;1
Closed;Easy;8271;0;5;39;8;31;209;2018-02-05 13:57:55;2018-05-02 19:42:19;;;1395 days 07:32:14.962956;9;0;0;0;7;1638;1;4;1
Closed;Easy;8269;0;3;19;10;9;11;2018-02-05 08:25:14;2018-02-06 00:22:23;;;1395 days 13:04:58.743855;2;0;0;0;1;123;1;3;1
Closed;Easy;8205;0;1;2;1;1;257;2018-01-27 13:51:48;2018-01-31 23:17:08;2018-01-31 23:17:08;1386 days 16:28:50;1404 days 07:38:27.076870;2;0;0;0;1;70;3;4;1
Closed;Easy;8204;0;1;2;1;1;12;2018-01-27 10:05:46;2018-01-28 00:32:45;;;1404 days 11:24:31.464630;4;0;0;0;3;260;4;4;1
Closed;Easy;8180;0;2;19;0;19;106;2018-01-25 20:24:41;2018-01-29 19:04:49;2018-01-29 19:04:49;1399 days 15:53:13;1406 days 01:05:39.093034;2;0;0;0;1;38;4;4;1
