Situation;Nivel;Number;Imports;Changed_files;Changes;Deletion;Aditions;Size_body;Create_date;Closed_date;Merge_date;Diff_MergeLastModify;Diff_CreateNow;PR_comments;PR_size_comments;Review_comments;Review_size_comments;Issue_comments;Issue_size_comments;Qtd_labels_pr;Qtd_labels_issue;Commits
Closed;Easy;3960;0;1;4;2;2;6;2017-03-07 03:51:15;2017-04-14 02:22:27;;;1730 days 16:40:33.483322;18;1356;3;1356;16;2447;2;4;1
Closed;Easy;3953;0;1;27;0;27;12;2017-03-05 23:30:10;2017-03-06 07:05:43;;;1731 days 21:01:42.574606;6;406;6;406;5;549;0;3;1
Closed;Easy;3946;0;3;147;36;111;507;2017-03-05 11:07:26;2017-03-08 02:16:09;;;1732 days 09:24:29.720690;11;172;4;172;8;2061;0;3;1
Closed;Easy;3936;0;4;62;1;61;81;2017-03-05 01:20:27;2017-03-05 01:50:58;;;1732 days 19:11:31.969042;2;74;2;74;1;30;0;4;2
Closed;Easy;3932;0;1;15;0;15;118;2017-03-04 22:55:59;2017-03-05 01:49:09;;;1732 days 21:36:03.032176;2;271;2;271;1;30;0;3;1
Closed;Easy;3931;0;2;11;0;11;87;2017-03-04 22:41:26;2017-03-05 23:04:44;2017-03-05 23:04:51;1728 days 16:55:17;1732 days 21:50:39.068451;4;257;3;257;3;625;0;3;1
Closed;Easy;3925;0;4;13;0;13;6;2017-03-04 05:00:45;2017-03-10 16:50:38;;;1733 days 15:31:23.144317;6;417;4;417;6;1652;0;3;1
Closed;Easy;3908;118;130;253;119;134;157;2017-03-03 18:06:00;2017-03-04 23:42:58;;;1734 days 02:26:12.205008;10;261;3;261;9;2759;0;3;2
Closed;Easy;3906;0;2;11;3;8;131;2017-03-03 16:02:39;2017-03-08 06:25:33;;;1734 days 04:29:35.973950;8;181;2;181;7;863;0;3;1
Closed;Easy;3894;0;4;58;1;57;62;2017-03-02 14:06:09;2017-03-08 00:29:35;;;1735 days 06:26:09.700597;15;2250;14;2250;14;2862;0;3;1
Closed;Easy;3890;1;4;108;6;102;192;2017-03-02 09:14:08;2017-03-08 04:17:13;;;1735 days 11:18:13.852436;4;1025;4;1025;3;178;0;4;2
Closed;Easy;3872;0;1;2;1;1;402;2017-03-01 19:24:28;2017-03-01 19:54:39;;;1736 days 01:07:56.255321;4;0;0;0;4;618;0;3;1
Closed;Easy;3863;1;1;12;0;12;967;2017-03-01 04:32:12;2017-03-05 03:03:03;;;1736 days 16:00:14.935068;4;320;3;320;4;318;0;3;1
Closed;Easy;3847;0;2;4;2;2;126;2017-02-28 13:52:57;2017-02-28 18:11:57;;;1737 days 06:39:32.399954;2;0;0;0;2;413;0;3;1
Closed;Easy;3835;0;1;17;0;17;78;2017-02-27 20:37:18;2017-05-29 21:53:58;;;1737 days 23:55:13.881923;9;0;0;0;8;2020;0;3;1
Closed;Easy;3833;1;17;208;4;204;218;2017-02-27 17:59:40;2017-03-05 01:36:28;;;1738 days 02:32:55.784593;7;2779;15;2779;7;1680;0;3;3
Closed;Easy;3832;0;4;15;1;14;79;2017-02-27 10:10:38;2021-09-06 20:04:37;;;1738 days 10:22:00.718391;22;714;4;714;19;3636;3;3;1
Closed;Easy;3831;3;4;16;4;12;255;2017-02-27 08:41:03;2017-02-28 22:22:20;;;1738 days 11:51:38.070818;3;0;0;0;3;252;0;3;1
Closed;Easy;3814;1;1;7;3;4;350;2017-02-26 15:50:31;2017-03-08 23:33:04;;;1739 days 04:42:12.836192;17;335;1;335;17;3257;0;4;1
Closed;Easy;3812;2;1;45;12;33;13;2017-02-25 23:34:38;2017-02-27 02:08:12;;;1739 days 20:58:08.192692;3;0;0;0;3;303;0;4;2
Closed;Easy;3804;0;2;20;4;16;335;2017-02-24 21:10:40;2017-05-29 21:27:52;;;1740 days 23:22:08.930127;12;104;1;104;10;1473;0;4;1
Closed;Easy;3803;0;1;3;0;3;82;2017-02-24 21:01:54;2017-02-27 08:23:42;;;1740 days 23:30:57.311237;2;0;0;0;2;290;0;3;1
Closed;Easy;3799;0;1;14;0;14;8;2017-02-24 10:14:32;2017-02-27 05:32:02;;;1741 days 10:18:22.024505;5;276;2;276;5;825;0;3;1
Closed;Easy;3747;0;4;36;3;33;264;2017-02-21 20:29:38;2017-06-02 02:39:18;;;1744 days 00:03:18.434263;2;0;0;0;2;77;1;4;2
Closed;Easy;3742;0;2;144;54;90;1055;2017-02-21 13:11:47;2017-02-23 01:39:13;2017-02-23 01:39:13;1656 days 05:08:20;1744 days 07:21:11.911349;3;0;0;0;3;164;0;3;1
Closed;Easy;3733;0;1;2;1;1;12;2017-02-20 03:25:18;2017-02-20 05:12:06;;;1745 days 17:07:43.858367;3;0;0;0;3;601;0;3;1
Closed;Easy;3727;0;2;120;7;113;639;2017-02-19 14:53:19;2017-02-20 19:06:57;;;1746 days 05:39:45.775024;9;0;0;0;9;2128;0;4;1
Closed;Easy;3724;1;2;114;1;113;219;2017-02-19 00:35:41;2017-02-19 02:41:35;2017-02-19 02:41:35;1746 days 15:49:51;1746 days 19:57:26.183053;3;0;0;0;3;793;0;3;1
Closed;Easy;3718;0;4;66;3;63;162;2017-02-18 16:14:11;2017-03-05 04:33:06;;;1747 days 04:18:59.173050;10;708;4;708;10;1272;0;5;1
Closed;Easy;3715;0;4;188;48;140;137;2017-02-18 06:29:09;2017-03-04 20:06:05;;;1747 days 14:04:03.655616;6;0;0;0;6;1480;0;3;2
Closed;Easy;3706;4;5;193;90;103;11;2017-02-17 04:44:24;2018-02-10 01:48:05;;;1748 days 15:48:51.625643;17;584;4;584;8;1988;1;3;1
Closed;Easy;3689;0;2;22;1;21;197;2017-02-15 20:28:36;2017-03-01 00:13:39;;;1750 days 00:04:42.279788;12;94;1;94;12;2947;1;3;2
Closed;Easy;3676;0;4;17;0;17;215;2017-02-14 13:17:54;2017-04-19 00:05:45;;;1751 days 07:15:27.136577;9;945;4;945;9;1675;0;4;1
Closed;Easy;3675;0;3;18;0;18;215;2017-02-14 11:29:42;2017-02-14 13:07:09;;;1751 days 09:03:41.537660;3;0;0;0;3;642;0;4;6
Closed;Easy;3673;0;1;14;0;14;274;2017-02-14 04:47:18;2017-02-19 06:49:09;;;1751 days 15:46:08.502090;4;737;6;737;4;751;0;4;1
Closed;Easy;3625;4;5;68;26;42;12;2017-02-09 22:02:50;2017-02-11 21:49:22;;;1755 days 22:30:39.400699;3;508;5;508;3;219;0;2;1
Closed;Easy;3614;0;2;39;2;37;192;2017-02-08 09:54:08;2017-02-08 19:16:49;;;1757 days 10:39:24.030297;9;234;1;234;9;1532;0;4;1
Closed;Easy;3599;2;4;741;370;371;644;2017-02-06 22:14:59;2017-02-08 02:25:10;;;1758 days 22:18:35.481279;9;0;0;0;9;1045;0;4;1
Closed;Easy;3594;0;2;180;0;180;13;2017-02-06 00:33:52;2017-02-07 22:25:12;;;1759 days 19:59:45.535749;5;769;6;769;5;996;0;3;1
Closed;Easy;3593;40;24;198;82;116;11;2017-02-05 20:25:39;2017-02-07 05:50:46;;;1760 days 00:08:01.542520;2;65;2;65;2;248;0;3;1
Closed;Easy;3591;0;5;25;5;20;119;2017-02-05 14:28:35;2017-02-11 22:52:31;;;1760 days 06:05:08.296619;3;448;3;448;3;296;0;3;1
Closed;Easy;3590;0;1;2;0;2;166;2017-02-05 11:18:45;2017-02-05 20:50:50;;;1760 days 09:15:00.679435;7;0;0;0;7;1228;0;4;1
Closed;Easy;3588;1;6;59;21;38;13;2017-02-04 22:56:44;2017-02-27 02:30:58;;;1760 days 21:37:04.409196;10;95;2;95;10;2297;0;2;5
Closed;Easy;3587;0;1;24;9;15;139;2017-02-04 19:45:32;2017-02-07 06:00:28;;;1761 days 00:48:18.844825;2;0;0;0;2;203;0;3;1
Closed;Easy;3585;0;1;4;1;3;182;2017-02-04 12:06:15;2017-02-05 21:02:30;;;1761 days 08:27:38.228861;6;0;0;0;6;1309;0;4;1
Closed;Easy;3567;0;2;52;38;14;11;2017-02-03 02:58:16;2017-02-07 06:11:07;;;1762 days 17:35:39.882760;4;124;1;124;4;344;0;3;1
Closed;Easy;3565;0;2;8;3;5;205;2017-02-03 01:57:30;2017-02-07 23:34:42;;;1762 days 18:36:28.497287;3;276;3;276;3;336;0;5;16
Closed;Easy;3562;0;4;77;41;36;13;2017-02-02 23:07:41;2017-02-07 06:33:27;;;1762 days 21:26:20.180294;2;0;0;0;2;273;0;4;3
Closed;Easy;3561;0;3;132;0;132;206;2017-02-02 21:29:26;2017-02-14 04:40:21;;;1762 days 23:04:37.947764;6;0;0;0;6;1870;0;4;2
Closed;Easy;3553;112;426;50234;14818;35416;11;2017-02-02 02:11:18;2017-02-17 04:43:44;;;1763 days 18:22:54.728539;2;0;0;0;2;192;0;3;1
Closed;Easy;3529;0;1;4;0;4;324;2017-01-31 15:22:51;2017-02-02 19:43:19;;;1765 days 05:11:24.070659;4;0;0;0;4;787;0;4;1
Closed;Easy;3526;0;1;4;1;3;398;2017-01-30 22:59:09;2017-01-31 18:02:21;;;1765 days 21:35:08.425164;5;0;0;0;5;982;0;3;3
Closed;Easy;3525;0;1;8;6;2;13;2017-01-30 21:01:42;2017-01-31 00:43:51;;;1765 days 23:32:37.926929;2;0;0;0;2;222;0;4;1
Closed;Easy;3522;0;1;7;0;7;13;2017-01-30 19:00:13;2017-01-30 19:58:10;;;1766 days 01:34:09.310727;2;0;0;0;2;297;0;3;1
Closed;Easy;3516;7;3;98;0;98;11;2017-01-30 09:27:37;2017-02-03 18:17:04;;;1766 days 11:06:48.357532;5;0;0;0;5;743;0;3;1
Closed;Easy;3505;0;2;12;1;11;271;2017-01-29 02:39:29;2017-01-29 15:20:16;2017-01-29 15:20:16;1764 days 00:39:52;1767 days 17:54:58.907710;2;0;0;0;2;148;0;5;1
Closed;Easy;3492;0;1;8;3;5;11;2017-01-27 21:41:23;2017-01-27 22:42:16;;;1768 days 22:53:07.331021;1;0;0;0;1;70;0;3;1
Closed;Easy;3482;0;1;5;0;5;162;2017-01-27 09:00:29;2017-01-28 23:55:09;;;1769 days 11:34:04.251961;4;662;5;662;4;1147;0;3;3
Closed;Easy;3473;0;1;15;0;15;190;2017-01-26 22:22:15;2017-02-07 06:58:16;;;1769 days 22:12:21.067288;3;511;4;511;3;500;0;3;2
Closed;Easy;3466;4;2;42;0;42;284;2017-01-26 09:34:04;2017-02-03 05:07:31;;;1770 days 11:00:34.575193;4;0;0;0;4;703;0;3;1
Closed;Easy;3464;0;1;5;0;5;138;2017-01-26 06:21:48;2017-04-01 17:44:40;;;1770 days 14:12:53.441861;11;1001;3;1001;11;4081;1;6;1
Closed;Easy;3463;0;1;5;0;5;185;2017-01-26 05:40:17;2017-01-26 06:15:57;;;1770 days 14:54:26.865919;1;0;0;0;1;117;0;6;1
Closed;Easy;3461;0;1;15;6;9;17;2017-01-26 02:52:03;2017-01-28 00:08:01;;;1770 days 17:42:43.693222;7;656;4;656;7;1622;0;3;1
Closed;Easy;3433;0;1;2;0;2;11;2017-01-23 17:06:03;2017-01-25 00:00:08;;;1773 days 03:28:46.068674;1;0;0;0;1;55;0;3;1
Closed;Easy;3431;0;1;2;1;1;12;2017-01-23 11:39:31;2017-01-23 23:24:13;;;1773 days 08:55:20.380417;1;0;0;0;1;27;0;3;1
Closed;Easy;3424;0;4;96;33;63;433;2017-01-22 10:30:22;2017-03-18 04:15:28;;;1774 days 10:04:33.698359;30;3091;18;3091;28;5110;1;3;2
Closed;Easy;3423;0;1;2;1;1;11;2017-01-22 10:27:51;2017-01-23 18:01:40;;;1774 days 10:07:07.051526;1;0;0;0;1;111;0;3;1
Closed;Easy;3422;0;1;2;1;1;11;2017-01-22 10:17:43;2017-01-22 23:26:24;;;1774 days 10:17:17.502249;2;0;0;0;2;134;0;3;1
Closed;Easy;3421;0;2;6;2;4;121;2017-01-22 08:41:12;2017-01-28 00:36:09;;;1774 days 11:53:51.226302;3;0;0;0;3;802;0;3;1
Closed;Easy;3420;0;17;58;32;26;74;2017-01-22 08:07:58;2017-03-10 05:50:21;;;1774 days 12:27:08.182514;21;200;2;200;21;2755;0;3;1
Closed;Easy;3417;0;2;3;1;2;92;2017-01-21 17:36:41;2017-02-17 05:05:29;;;1775 days 02:58:27.562591;6;0;0;0;6;1609;0;4;1
Closed;Easy;3415;0;1;10;0;10;147;2017-01-21 16:14:50;2017-01-26 07:10:37;;;1775 days 04:20:22.361704;7;1484;7;1484;7;1514;0;3;1
Closed;Easy;3414;0;6;42;20;22;11;2017-01-21 15:54:48;2017-01-22 03:32:20;2017-01-22 03:32:20;1667 days 00:48:39;1775 days 04:40:26.861877;2;0;0;0;2;135;0;3;1
Closed;Easy;3410;0;2;8;0;8;11;2017-01-20 19:56:50;2017-02-23 07:30:11;;;1776 days 00:38:28.223422;9;554;7;554;9;1415;0;3;1
Closed;Easy;3378;0;1;12;3;9;178;2017-01-19 00:48:05;2017-01-19 22:55:52;;;1777 days 19:47:15.586462;2;0;0;0;2;136;0;2;1
Closed;Easy;3366;0;0;0;0;0;160;2017-01-18 10:26:15;2017-03-11 14:30:21;;;1778 days 10:09:08.050518;14;190;1;190;14;2399;0;3;0
Closed;Easy;3349;1;28;461;219;242;13;2017-01-17 18:11:12;2017-04-04 22:54:46;;;1779 days 02:24:13.615353;7;0;0;0;6;1237;1;4;16
Closed;Easy;3344;0;2;43;4;39;16;2017-01-16 15:58:33;2017-01-17 03:43:24;;;1780 days 04:36:55.032580;2;0;0;0;2;223;0;4;1
Closed;Easy;3338;0;2;13;2;11;146;2017-01-16 11:39:19;2017-04-18 21:09:49;;;1780 days 08:56:11.388730;8;0;0;0;8;1437;0;4;11
Closed;Easy;3337;0;9;64;1;63;365;2017-01-16 11:06:38;2017-03-22 18:02:44;;;1780 days 09:28:55.399610;17;584;4;584;16;3721;1;3;1
Closed;Easy;3332;0;15;210;66;144;170;2017-01-16 00:15:41;2017-01-22 05:43:12;;;1780 days 20:19:55.324366;9;465;3;465;9;3351;0;4;4
Closed;Easy;3327;0;1;1;0;1;97;2017-01-15 16:48:20;2017-01-17 03:46:29;;;1781 days 03:47:18.679550;3;0;0;0;3;554;0;3;1
Closed;Easy;3325;0;9;3080;403;2677;473;2017-01-15 13:47:36;2017-02-27 03:19:53;;;1781 days 06:48:08.031887;7;0;0;0;7;1056;0;4;3
Closed;Easy;3309;0;2;4;2;2;5;2017-01-14 08:11:17;2017-02-12 06:29:42;;;1782 days 12:24:29.490914;3;0;0;0;3;813;0;5;2
Closed;Easy;3275;0;4;10;5;5;147;2017-01-13 00:25:26;2017-01-14 00:11:52;2017-01-14 00:11:52;1782 days 17:38:16;1783 days 20:10:22.930765;2;0;0;0;2;152;0;4;1
Closed;Easy;3246;1;46;952;11;941;12;2017-01-12 00:42:14;2017-05-22 22:29:49;;;1784 days 19:53:37.915002;10;0;0;0;8;1635;0;4;3
Closed;Easy;3232;0;1;8;2;6;100;2017-01-11 16:15:37;2017-01-17 22:39:02;;;1785 days 04:20:17.944673;7;281;3;281;7;2271;0;2;1
Closed;Easy;3228;0;1;20;3;17;164;2017-01-11 10:29:46;2017-01-11 22:24:57;2017-01-11 22:24:57;1781 days 10:41:51;1785 days 10:06:12.126429;10;345;5;345;10;938;0;3;1
Closed;Easy;3213;0;2;15;4;11;12;2017-01-10 19:50:11;2017-01-11 22:24:51;;;1786 days 00:45:49.518537;8;0;0;0;8;1607;0;3;1
Closed;Easy;3201;0;7;52;31;21;187;2017-01-10 01:48:35;2017-01-10 03:30:28;2017-01-10 03:30:28;1783 days 12:29:40;1786 days 18:47:28.830417;1;0;0;0;1;118;0;3;3
Closed;Easy;3198;0;6;20;9;11;241;2017-01-09 22:46:02;2017-04-19 22:47:15;;;1786 days 21:50:04.844834;20;0;0;0;20;6014;1;4;2
Closed;Easy;3190;0;11;139;22;117;263;2017-01-09 17:06:10;2017-01-10 12:55:42;2017-01-10 12:55:42;1767 days 19:00:01;1787 days 03:30:00.146406;14;133;2;133;14;3185;0;3;2
Closed;Easy;3182;1;11;58;28;30;11;2017-01-09 04:48:03;2017-01-13 01:04:50;;;1787 days 15:48:10.054502;2;221;3;221;2;198;0;4;1
Closed;Easy;3173;0;3;110;6;104;482;2017-01-08 17:26:10;2017-01-12 00:31:06;;;1788 days 03:10:05.867477;6;34;1;34;6;1862;0;4;2
Closed;Easy;3170;0;8;103;10;93;301;2017-01-08 16:32:40;2017-02-12 01:12:18;;;1788 days 04:03:38.882652;3;287;4;287;3;185;0;3;1
Closed;Easy;3168;0;1;5;1;4;12;2017-01-08 12:04:19;2017-01-12 23:31:35;;;1788 days 08:32:02.624304;6;113;3;113;6;737;0;3;1
Closed;Easy;3166;0;6;75;38;37;12;2017-01-08 11:57:37;2017-01-08 11:58:43;;;1788 days 08:38:47.076732;1;0;0;0;1;118;0;3;2
Closed;Easy;3163;0;2;107;43;64;143;2017-01-08 06:29:34;2017-01-17 04:11:57;;;1788 days 14:06:52.537460;6;0;0;0;6;577;0;3;2
Closed;Easy;3153;0;5;53;34;19;598;2017-01-07 12:44:25;2017-01-20 00:29:06;;;1789 days 07:52:04.566587;11;242;3;242;11;3057;0;4;5
Closed;Easy;3139;3;5;178;6;172;441;2017-01-06 14:20:25;2017-01-14 01:00:24;2017-01-14 01:00:24;1696 days 05:47:09;1790 days 06:16:08.850090;7;2956;23;2956;7;957;0;3;1
Closed;Easy;3127;0;3;25;3;22;12;2017-01-05 22:40:53;2017-01-19 22:56:42;;;1790 days 21:55:43.589542;12;614;3;614;12;2458;0;3;1
Closed;Easy;3119;0;3;29;9;20;380;2017-01-05 15:47:14;2017-01-24 22:02:00;;;1791 days 04:49:25.635842;14;325;3;325;14;3327;0;4;3
Closed;Easy;3107;0;1;19;0;19;208;2017-01-04 20:20:46;2017-01-04 23:15:44;;;1792 days 00:15:55.959902;2;0;0;0;2;143;0;3;1
Closed;Easy;3088;0;1;34;0;34;232;2017-01-04 01:45:19;2017-01-12 23:07:23;;;1792 days 18:51:25.583506;5;0;0;0;5;371;0;4;1
Closed;Easy;3082;0;4;31;2;29;13;2017-01-03 21:05:47;2017-02-17 19:59:23;;;1792 days 23:31:07.696589;23;12747;68;12747;23;6558;0;3;3
Closed;Easy;3068;0;2;80;6;74;326;2017-01-03 14:08:35;2017-03-09 09:27:49;;;1793 days 06:28:22.493775;18;308;2;308;18;3856;0;3;1
Closed;Easy;3052;0;4;78;60;18;137;2017-01-02 14:40:17;2017-01-11 06:25:02;;;1794 days 05:56:44.050203;3;1197;15;1197;3;522;0;3;1
Closed;Easy;3051;1;4;171;25;146;699;2017-01-02 12:53:21;2017-07-31 19:32:50;;;1794 days 07:43:46.623091;20;4892;39;4892;16;1666;0;3;2
Closed;Easy;3049;0;1;8;3;5;12;2017-01-02 06:28:23;2017-01-05 08:46:24;;;1794 days 14:08:47.112004;2;0;0;0;2;278;0;3;1
Closed;Easy;3048;0;1;32;14;18;11;2017-01-02 06:14:37;2017-01-04 07:20:25;;;1794 days 14:22:36.221882;4;0;0;0;4;354;0;3;1
Closed;Easy;3047;0;1;29;11;18;11;2017-01-02 05:59:53;2017-01-02 06:14:53;;;1794 days 14:37:23.301569;1;0;0;0;1;118;0;3;1
Closed;Easy;3044;6;4;76;6;70;12;2017-01-01 15:48:14;2017-01-03 19:42:55;2017-01-03 19:42:54;1777 days 20:00:27;1795 days 04:49:07.411118;4;953;8;953;4;814;0;3;3
Closed;Easy;3035;0;7;224;73;151;382;2016-12-31 15:52:37;2017-01-12 23:23:32;2017-01-12 23:23:32;1768 days 16:19:49;1796 days 04:44:49.709807;10;492;5;492;10;1309;0;4;3
Closed;Easy;3032;0;1;22;8;14;58;2016-12-31 11:37:33;2017-01-04 03:16:53;;;1796 days 08:59:57.264495;2;0;0;0;2;327;0;3;1
Closed;Easy;3027;0;1;14;0;14;12;2016-12-31 04:00:27;2017-01-11 08:33:32;;;1796 days 16:37:05.750105;17;0;0;0;17;3978;0;3;1
Closed;Easy;3007;0;3;10;1;9;310;2016-12-30 17:53:13;2017-03-17 21:54:47;;;1797 days 02:44:22.609959;9;448;2;448;9;2487;1;3;8
Closed;Easy;2997;6;10;160;5;155;51;2016-12-30 00:51:35;2017-06-02 03:02:23;;;1797 days 19:46:03.154096;6;0;0;0;6;483;0;3;2
Closed;Easy;2984;0;3;56;13;43;11;2016-12-29 19:19:11;2018-03-02 05:03:52;;;1798 days 01:18:30.525542;11;756;10;756;6;386;1;3;2
Closed;Easy;2957;0;5;45;2;43;41;2016-12-28 05:32:09;2016-12-29 23:44:27;;;1799 days 15:05:35.503146;3;704;7;704;3;334;0;3;2
Closed;Easy;2924;4;15;363;37;326;13;2016-12-26 18:32:33;2017-01-06 20:06:59;;;1801 days 02:05:15.027160;4;2164;13;2164;4;526;0;3;1
Closed;Easy;2900;0;2;153;15;138;256;2016-12-24 22:05:06;2016-12-26 15:42:39;2016-12-26 15:42:39;1801 days 02:07:29;1802 days 22:32:44.729270;10;0;0;0;10;1183;0;4;2
Closed;Easy;2861;0;1;10;6;4;96;2016-12-22 13:20:53;2016-12-30 00:13:02;;;1805 days 07:17:00.767641;13;1476;8;1476;13;2554;0;4;1
Closed;Easy;2860;0;26;54;27;27;11;2016-12-22 12:41:17;2016-12-23 06:41:37;;;1805 days 07:56:39.143322;0;0;0;0;0;0;0;3;1
Closed;Easy;2859;1;2;41;2;39;5;2016-12-22 11:16:43;2017-02-13 16:34:30;;;1805 days 09:21:16.080115;9;454;5;454;9;2022;1;3;1
Closed;Easy;2851;0;2;8;4;4;6;2016-12-22 06:39:07;2017-01-17 07:49:21;;;1805 days 13:58:55.450159;19;369;2;369;19;6722;0;3;1
Closed;Easy;2832;0;10;91;11;80;173;2016-12-21 17:40:41;2016-12-21 21:35:24;2016-12-21 21:35:24;1805 days 20:14:44;1806 days 02:57:25.212421;5;411;5;411;5;994;0;3;3
Closed;Easy;2831;0;1;9;3;6;12;2016-12-21 17:28:03;2016-12-30 19:54:28;;;1806 days 03:10:06.423020;5;2362;9;2362;5;541;0;3;1
Closed;Easy;2827;3;14;193;10;183;22;2016-12-21 15:12:44;2016-12-27 23:47:19;;;1806 days 05:25:28.898649;4;762;10;762;4;608;0;3;5
Closed;Easy;2820;0;3;24;4;20;419;2016-12-21 01:42:29;2016-12-21 22:56:29;;;1806 days 18:55:47.334953;13;459;10;459;13;1458;0;4;1
Closed;Easy;2809;0;1;3;2;1;94;2016-12-20 19:07:00;2016-12-21 01:48:23;2016-12-21 01:48:23;1791 days 13:54:58;1807 days 01:31:18.795017;2;0;0;0;2;144;0;3;1
Closed;Easy;2806;0;2;144;7;137;194;2016-12-20 15:47:30;2016-12-21 20:59:44;2016-12-21 20:59:44;1805 days 09:50:32;1807 days 04:50:53.312068;11;1178;8;1178;11;960;0;3;1
Closed;Easy;2797;0;2;12;0;12;68;2016-12-20 05:01:31;2017-05-29 21:53:14;;;1807 days 15:36:55.577595;16;270;5;270;15;1591;0;4;1
Closed;Easy;2796;1;4;86;34;52;375;2016-12-20 03:02:34;2016-12-20 16:06:22;2016-12-20 16:06:22;1791 days 23:36:59;1807 days 17:35:56.676848;7;867;14;867;7;643;0;3;2
Closed;Easy;2792;0;15;198;30;168;66;2016-12-19 23:27:30;2017-02-27 05:46:39;;;1807 days 21:11:04.911047;11;2337;15;2337;11;2433;0;3;2
Closed;Easy;2789;0;1;28;0;28;503;2016-12-19 21:19:50;2017-01-05 01:24:22;;;1807 days 23:18:48.140593;8;0;0;0;7;1514;2;3;1
Closed;Easy;2787;0;1;10;2;8;346;2016-12-19 20:17:34;2017-02-12 07:49:57;;;1808 days 00:21:07.281482;3;824;4;824;3;507;0;3;1
Closed;Easy;2778;0;6;21;7;14;333;2016-12-18 22:25:35;2016-12-19 16:00:48;2016-12-19 16:00:48;1808 days 01:49:20;1808 days 22:13:09.660013;4;47;1;47;4;801;0;3;1
Closed;Easy;2764;0;1;15;4;11;142;2016-12-18 11:17:28;2016-12-20 19:50:02;;;1809 days 09:21:19.916182;11;355;5;355;11;1144;0;2;1
Closed;Easy;2751;0;4;49;13;36;453;2016-12-17 00:25:48;2016-12-27 21:36:53;;;1810 days 20:13:02.644500;3;0;0;0;3;190;0;3;1
Closed;Easy;2743;0;0;0;0;0;268;2016-12-16 17:01:42;2016-12-16 17:59:34;;;1811 days 03:37:11.543409;9;60;2;60;9;643;0;4;0
Closed;Easy;2722;0;5;15;7;8;13;2016-12-15 20:17:16;2016-12-28 04:32:28;;;1812 days 00:21:40.564744;3;1457;7;1457;3;549;0;4;1
Closed;Easy;2718;0;3;93;60;33;14;2016-12-15 16:57:07;2016-12-16 00:01:55;;;1812 days 03:41:51.946707;11;0;0;0;11;1412;0;3;7
Closed;Easy;2690;0;4;95;5;90;92;2016-12-13 20:19:01;2016-12-28 01:14:42;;;1814 days 00:20:02.654731;10;2229;20;2229;10;1988;0;3;1
Closed;Easy;2689;0;2;19;2;17;13;2016-12-13 20:06:52;2016-12-14 20:18:24;;;1814 days 00:32:14.520205;8;330;1;330;8;1026;0;4;1
Closed;Easy;2675;0;1;21;5;16;22;2016-12-12 20:08:50;2016-12-17 00:28:01;;;1815 days 00:30:20.507985;12;1853;7;1853;12;2549;0;3;1
Closed;Easy;2671;0;3;26;1;25;279;2016-12-11 17:56:17;2016-12-14 18:54:03;;;1816 days 02:42:57.141459;6;906;7;906;6;528;0;2;2
Closed;Easy;2653;0;4;146;14;132;298;2016-12-09 06:19:08;2016-12-17 19:20:47;2016-12-17 19:20:47;1789 days 11:52:04;1818 days 14:20:09.206993;13;480;5;480;13;3696;0;3;1
Closed;Easy;2651;0;1;9;6;3;94;2016-12-08 22:12:24;2016-12-09 18:53:33;;;1818 days 22:26:55.943487;6;311;2;311;6;2425;0;3;2
Closed;Easy;2649;0;5;192;10;182;174;2016-12-08 18:20:36;2016-12-14 04:23:08;;;1819 days 02:18:47.521781;21;816;10;816;21;4138;0;4;2
Closed;Easy;2644;0;0;0;0;0;381;2016-12-08 04:41:02;2017-03-24 15:44:28;;;1819 days 15:58:27.261631;23;5375;33;5375;22;7307;2;3;0
Closed;Easy;2635;1;1;8;0;8;108;2016-12-07 16:07:27;2016-12-07 19:26:47;;;1820 days 04:32:05.117051;2;107;1;107;2;142;0;3;1
Closed;Easy;2634;0;1;2;1;1;76;2016-12-07 13:06:41;2016-12-21 19:10:17;;;1820 days 07:32:53.797892;4;0;0;0;4;667;0;3;1
Closed;Easy;2632;0;2;20;2;18;64;2016-12-07 03:19:57;2016-12-14 04:50:27;;;1820 days 17:19:41.794874;16;0;0;0;16;3114;0;3;1
Closed;Easy;2612;0;5;15;0;15;12;2016-12-05 23:16:40;2016-12-07 01:50:39;;;1821 days 21:23:02.382710;4;194;2;194;4;886;0;4;1
Closed;Easy;2611;0;5;114;1;113;388;2016-12-05 22:57:18;2016-12-08 05:30:40;;;1821 days 21:42:27.604139;6;1054;3;1054;6;897;0;3;1
Closed;Easy;2595;0;2;25;2;23;149;2016-12-05 05:46:15;2016-12-08 06:00:00;;;1822 days 14:53:33.699832;4;0;0;0;4;773;0;3;1
Closed;Easy;2592;0;2;85;12;73;495;2016-12-05 02:52:54;2017-07-09 20:51:32;;;1822 days 17:46:57.443502;7;0;0;0;7;1619;2;3;1
Closed;Easy;2583;2;9;170;39;131;140;2016-12-04 19:56:58;2016-12-08 05:12:00;;;1823 days 00:42:57.056341;7;722;5;722;7;2306;0;4;3
Closed;Easy;2489;0;1;7;2;5;245;2016-12-01 00:56:51;2016-12-13 22:26:10;;;1826 days 19:43:06.658434;2;86;1;86;2;175;0;4;1
Closed;Easy;2479;1;10;107;7;100;368;2016-11-30 17:49:40;2016-12-16 00:57:17;;;1827 days 02:50:20.450267;5;60;1;60;5;1759;0;3;1
