Situation;Nivel;Number;Imports;Changed_files;Changes;Deletion;Aditions;Size_body;Create_date;Closed_date;Merge_date;Diff_MergeLastModify;Diff_CreateNow;PR_comments;PR_size_comments;Review_comments;Review_size_comments;Issue_comments;Issue_size_comments;Qtd_labels;Commits
Closed;Easy;14128;0;2;3;1;2;472;2020-03-07 13:03:46;2020-04-20 22:42:26;2020-04-20 22:42:26;570 days 10:54:03;625 days 02:42:22.547790;5;0;0;0;5;505;2;1
Closed;Easy;14112;0;3;602;8;594;670;2020-03-06 06:35:15;2020-03-10 23:30:00;2020-03-10 23:29:59;618 days 16:18:59;626 days 09:10:56.198757;5;29;1;29;5;625;1;1
Closed;Easy;14108;0;1;2;1;1;901;2020-03-05 16:57:39;2020-03-05 19:02:55;2020-03-05 19:02:54;612 days 20:46:40;626 days 22:48:34.478136;1;0;0;0;1;85;1;1
Closed;Easy;14051;3;269;655;166;489;1268;2020-02-27 14:24:52;2020-03-08 11:15:51;;;634 days 01:21:26.989113;4;0;0;0;1;58;1;26
Closed;Easy;14041;1;12;418;93;325;1244;2020-02-26 21:50:45;2020-02-27 14:19:14;;;634 days 17:55:36.357927;0;0;0;0;0;0;1;13
Closed;Easy;14032;0;31;207;88;119;454;2020-02-26 01:56:53;2021-01-20 05:54:12;;;635 days 13:49:32.545659;5;1198;8;1198;2;851;2;2
Closed;Easy;13988;0;5;34;9;25;226;2020-02-21 15:24:44;2020-06-24 21:51:43;;;640 days 00:21:44.375658;10;323;3;323;10;1972;1;1
Closed;Easy;13926;0;1;9;0;9;1024;2020-02-17 06:18:30;2020-05-02 03:16:59;;;644 days 09:28:01.013656;1;0;0;0;0;0;2;1
Closed;Easy;13811;0;2;13;7;6;956;2020-02-03 16:57:53;2020-04-29 06:09:37;;;657 days 22:48:41.387171;6;0;0;0;5;968;2;2
Closed;Easy;13807;0;1;4;4;0;412;2020-02-03 11:27:12;2020-02-03 11:31:45;;;658 days 04:19:25.333216;0;0;0;0;0;0;1;3
Closed;Easy;13675;0;2;6;3;3;510;2020-01-15 07:48:26;2020-05-27 04:40:09;;;677 days 07:58:14.043213;8;0;0;0;7;1873;2;1
Closed;Easy;13669;24;4;184;79;105;15;2020-01-14 21:14:36;2020-02-03 04:55:40;;;677 days 18:32:09.575215;8;3897;23;3897;7;3396;2;2
Closed;Easy;13647;0;1;4;0;4;180;2020-01-11 18:39:57;2020-02-01 01:22:28;;;680 days 21:06:50.986214;2;0;0;0;1;26;1;1
Closed;Easy;13627;8;8;75;0;75;14;2020-01-08 07:47:45;2020-05-11 07:23:37;;;684 days 07:59:05.381213;2;0;0;0;2;62;1;1
Closed;Easy;13535;0;1;2;1;1;365;2019-12-14 11:48:10;2020-04-06 07:58:36;;;709 days 03:58:43.248214;5;1365;4;1365;4;296;1;1
Closed;Easy;13411;10;23;3132;0;3132;321;2019-11-18 03:45:44;2019-11-18 20:09:26;;;735 days 12:01:11.554615;3;0;0;0;2;4151;2;1
Closed;Easy;13405;0;6;128;23;105;776;2019-11-14 19:20:19;2020-01-14 02:32:24;;;738 days 20:26:41.381854;12;2524;23;2524;12;2000;1;1
Closed;Easy;13401;0;4;14;6;8;514;2019-11-13 23:44:40;2019-11-18 20:23:14;;;739 days 16:02:23.520115;2;343;2;343;2;372;1;1
Closed;Easy;13359;0;2;23;7;16;445;2019-11-03 18:37:23;2019-11-09 01:48:48;;;749 days 21:09:43.031274;3;0;0;0;2;396;1;2
Closed;Easy;13349;0;3;71;5;66;411;2019-10-31 12:38:29;2019-11-12 20:13:15;;;753 days 03:08:39.829662;14;150;3;150;13;4482;2;1
Closed;Easy;13330;0;3;37;1;36;216;2019-10-27 19:36:32;2019-10-28 21:59:04;;;756 days 20:10:39.118347;2;0;0;0;1;218;4;1
Closed;Easy;13308;0;0;0;0;0;218;2019-10-23 00:16:30;2019-10-27 08:48:34;;;761 days 15:30:43.316360;3;0;0;0;2;296;1;0
Closed;Easy;13285;0;2;23;0;23;140;2019-10-14 17:02:06;2019-11-13 01:15:49;;;769 days 22:45:10.018085;10;109;1;109;10;1941;1;11
Closed;Easy;13279;7;7;223;92;131;580;2019-10-11 19:34:16;2019-11-12 21:08:48;;;772 days 20:13:03.055378;4;0;0;0;3;383;2;1
Closed;Easy;13229;0;2;14;5;9;324;2019-09-28 18:37:37;2019-09-30 17:51:22;;;785 days 21:09:44.597058;3;0;0;0;2;136;3;1
Closed;Easy;13227;7;3;24;12;12;567;2019-09-27 23:26:06;2019-10-01 21:00:16;;;786 days 16:21:18.112452;6;251;1;251;6;1186;1;2
Closed;Easy;13191;8;9;120;0;120;155;2019-09-18 21:30:31;2020-05-11 07:23:17;;;795 days 18:16:55.350695;7;0;0;0;7;1234;1;1
Closed;Easy;13190;8;9;120;0;120;155;2019-09-18 21:18:22;2019-09-18 21:29:27;;;795 days 18:29:06.621985;0;0;0;0;0;0;1;1
Closed;Easy;13095;0;7;52;26;26;134;2019-08-28 15:52:20;2019-08-28 22:20:06;;;816 days 23:55:10.945352;2;0;0;0;1;145;2;1
Closed;Easy;13059;0;2;12;1;11;430;2019-08-23 20:10:09;2019-08-26 20:42:18;;;821 days 19:37:24.759962;2;223;4;223;2;198;1;1
Closed;Easy;13010;8;2;15;5;10;195;2019-08-15 19:07:09;2019-08-16 21:38:10;;;829 days 20:40:27.057507;3;0;0;0;3;1244;1;1
Closed;Easy;12971;0;2;11;0;11;104;2019-08-09 17:42:15;2019-08-24 16:40:17;;;835 days 22:05:23.368038;2;0;0;0;2;52;1;1
Closed;Easy;12942;0;1;4;2;2;665;2019-08-06 02:43:04;2019-08-08 00:17:26;2019-08-08 00:17:26;837 days 18:24:52;839 days 13:04:37.135478;4;200;3;200;3;283;3;1
Closed;Easy;12911;0;2;19;4;15;732;2019-07-29 19:18:10;2019-07-29 22:08:56;;;846 days 20:29:33.587339;2;0;0;0;1;38;1;4
Closed;Easy;12726;0;7;52;14;38;607;2019-07-07 15:53:14;2019-07-29 22:56:48;;;868 days 23:54:32.017284;9;0;0;0;8;986;2;2
Closed;Easy;12691;0;0;0;0;0;597;2019-07-02 13:16:06;2019-07-07 14:38:18;;;874 days 02:31:42.225808;7;0;0;0;5;1682;2;0
Closed;Easy;12684;11;6;53;8;45;900;2019-07-01 01:08:55;2019-07-23 01:16:44;;;875 days 14:38:56.056665;7;1569;6;1569;7;1503;1;1
Closed;Easy;12612;0;1;5;3;2;986;2019-06-19 17:32:37;2019-07-13 22:45:39;;;886 days 22:15:17.162336;13;1839;7;1839;12;3210;3;1
Closed;Easy;12606;52;20;1275;571;704;641;2019-06-18 18:03:40;2019-06-19 17:07:06;;;887 days 21:44:18.054247;2;0;0;0;2;2232;1;16
Closed;Easy;12514;1;5;25;1;24;447;2019-06-06 16:23:50;2019-06-07 20:43:22;;;899 days 23:24:11.979017;5;2202;7;2202;4;862;2;1
Closed;Easy;12492;0;2;46;1;45;1239;2019-06-05 02:09:53;2019-07-13 03:55:10;;;901 days 13:38:13.508571;3;0;0;0;2;180;2;1
Closed;Easy;12484;2;2;22;0;22;144;2019-06-04 14:26:21;2019-08-26 20:43:26;;;902 days 01:21:52.387102;5;208;3;208;5;414;1;1
Closed;Easy;12385;0;4;51;15;36;114;2019-05-23 06:36:54;2019-06-24 11:47:28;;;914 days 09:11:26.166139;9;169;1;169;7;1729;3;3
Closed;Easy;12298;14;9;152;36;116;483;2019-05-08 07:45:12;2020-06-10 19:44:34;;;929 days 08:03:12.003183;28;703;3;703;27;13120;2;2
Closed;Easy;12269;2;2;30;30;0;12;2019-05-05 12:17:43;2019-05-06 00:47:42;2019-05-06 00:47:42;823 days 18:21:52;932 days 03:30:43.265023;0;0;0;0;0;0;1;1
Closed;Easy;12217;0;3;48;14;34;304;2019-04-26 13:29:53;2019-06-03 12:58:39;;;941 days 02:18:35.964719;5;516;3;516;4;924;2;3
Closed;Easy;12145;0;7;308;81;227;1354;2019-04-16 22:12:12;2019-11-21 01:40:20;2019-11-21 01:40:20;614 days 16:08:06;950 days 17:36:19.700416;6;645;3;645;5;1634;2;3
Closed;Easy;11969;0;2;28;9;19;222;2019-03-21 20:30:51;2019-06-05 02:10:45;;;976 days 19:17:43.034136;10;0;0;0;9;2310;2;1
Closed;Easy;11872;0;1;2;0;2;573;2019-03-12 01:48:51;2019-03-18 20:21:01;;;986 days 13:59:45.333463;12;0;0;0;12;4473;1;1
Closed;Easy;11800;0;1;4;0;4;147;2019-03-06 16:21:00;2019-03-19 19:29:56;;;991 days 23:27:38.555459;4;0;0;0;3;799;3;1
Closed;Easy;11799;0;1;4;0;4;126;2019-03-06 13:59:03;2019-03-06 16:19:05;;;992 days 01:49:37.740036;1;0;0;0;0;0;3;5
Closed;Easy;11798;0;1;4;0;4;66;2019-03-06 13:51:16;2019-03-06 13:55:22;;;992 days 01:57:27.099032;2;0;0;0;2;276;1;3
Closed;Easy;11783;0;2;16;0;16;39;2019-03-05 04:41:32;2019-07-29 22:09:43;;;993 days 11:07:15.198067;5;3475;26;3475;5;1688;1;1
Closed;Easy;11748;0;1;3;2;1;379;2019-03-02 13:06:41;2019-03-07 01:06:11;;;996 days 02:42:08.708364;2;100;1;100;1;77;3;1
Closed;Easy;11705;0;1;3;1;2;271;2019-02-27 19:51:43;2019-02-27 20:54:55;;;998 days 19:57:08.994020;3;0;0;0;2;347;2;1
Closed;Easy;11660;0;4;7;2;5;263;2019-02-23 15:59:03;2019-02-23 19:50:39;;;1002 days 23:49:51.220532;4;0;0;0;3;531;2;1
Closed;Easy;11659;0;2;11;3;8;181;2019-02-23 14:21:27;2019-02-25 17:48:35;;;1003 days 01:27:29.499170;3;0;0;0;2;292;4;1
Closed;Easy;11658;0;1;4;4;0;332;2019-02-23 10:14:30;2019-02-25 19:27:28;;;1003 days 05:34:28.687173;2;0;0;0;2;127;1;1
Closed;Easy;11625;0;2;20;2;18;967;2019-02-20 18:48:55;2019-02-20 20:28:31;;;1005 days 21:00:06.022812;3;0;0;0;2;182;3;1
Closed;Easy;11604;0;1;6;3;3;478;2019-02-17 20:29:23;2019-02-18 23:43:21;;;1008 days 19:19:40.508590;2;0;0;0;1;38;3;2
Closed;Easy;11602;0;4;7;3;4;315;2019-02-17 19:49:52;2019-02-23 02:49:15;2019-02-23 02:49:15;997 days 20:42:49;1008 days 19:59:14.123407;5;0;0;0;3;1310;2;3
Closed;Easy;11538;0;3;17;6;11;959;2019-02-12 21:07:14;2019-02-13 18:53:40;;;1013 days 18:41:54.976454;5;319;3;319;5;1096;1;3
Closed;Easy;11508;4;3;29;8;21;590;2019-02-09 23:26:13;2019-03-01 19:17:07;;;1016 days 16:23:00.118773;6;123;1;123;5;764;3;1
Closed;Easy;11505;0;4;63;25;38;698;2019-02-09 13:47:41;2019-02-18 22:22:27;;;1017 days 02:01:34.411257;6;0;0;0;6;1083;1;3
Closed;Easy;11492;0;21;367;245;122;90;2019-02-08 09:54:47;2019-02-10 20:28:18;2019-02-10 20:28:18;865 days 21:06:37;1018 days 05:54:31.261717;2;370;3;370;2;98;1;1
Closed;Easy;11479;0;1;5;0;5;291;2019-02-07 14:17:19;2019-03-19 20:32:10;;;1019 days 01:32:01.500494;10;0;0;0;9;963;1;5
Closed;Easy;11427;0;6;15;6;9;293;2019-02-01 13:16:04;2019-02-01 15:26:58;;;1025 days 02:33:18.965497;2;108;1;108;1;94;2;1
Closed;Easy;11414;2;15;102;51;51;82;2019-01-31 13:37:06;2019-01-31 20:22:55;;;1026 days 02:12:19.346074;1;0;0;0;1;310;1;1
Closed;Easy;11398;0;3;27;6;21;698;2019-01-30 12:58:25;2019-02-09 13:47:53;;;1027 days 02:51:02.624191;1;0;0;0;0;0;2;3
Closed;Easy;11365;13;2;18;2;16;99;2019-01-27 06:55:05;2019-01-28 23:22:45;;;1030 days 08:54:24.869856;2;0;0;0;2;2227;1;1
Closed;Easy;11364;1;1;2;1;1;78;2019-01-26 22:29:35;2019-01-29 05:38:04;;;1030 days 17:19:57.101096;3;0;0;0;3;445;1;1
Closed;Easy;11360;0;3;27;6;21;781;2019-01-26 13:51:52;2019-02-09 13:50:36;;;1031 days 01:57:42.861047;2;519;4;519;1;442;2;9
Closed;Easy;11347;1;1;2;1;1;466;2019-01-24 19:51:11;2019-01-26 22:30:14;;;1032 days 19:58:26.323038;11;2;1;2;10;3096;3;3
Closed;Easy;11304;0;1;4;2;2;133;2019-01-17 14:07:04;2019-01-17 18:29:49;2019-01-17 18:29:49;935 days 15:39:41;1040 days 01:42:35.570407;3;0;0;0;3;382;1;1
Closed;Easy;11275;2;11;91;2;89;418;2019-01-14 15:34:55;2019-01-25 22:44:33;;;1043 days 00:14:47.835246;7;837;9;837;7;1362;1;1
Closed;Easy;11201;7;4;61;1;60;915;2019-01-06 18:38:37;2019-01-07 21:12:25;;;1050 days 21:11:08.384865;2;122;2;122;1;112;2;1
Closed;Easy;11197;0;5;94;12;82;870;2019-01-06 16:45:43;2019-01-08 03:10:43;;;1050 days 23:04:05.066661;2;302;3;302;1;436;4;1
Closed;Easy;11157;0;1;4;2;2;638;2018-12-29 19:27:42;2018-12-29 22:39:02;;;1058 days 20:22:08.423281;2;0;0;0;1;286;3;1
Closed;Easy;11142;2;1;226;129;97;558;2018-12-28 14:14:30;2019-02-13 18:51:40;;;1060 days 01:35:22.844860;6;0;0;0;3;75;2;1
Closed;Easy;11127;0;1;6;0;6;582;2018-12-25 11:28:57;2019-01-04 22:30:58;;;1063 days 04:20:58.110811;1;0;0;0;1;120;1;1
Closed;Easy;11110;0;1;11;0;11;324;2018-12-21 20:43:14;2018-12-29 18:41:50;;;1066 days 19:06:43.518328;1;0;0;0;1;365;1;1
Closed;Easy;11095;0;3;230;97;133;549;2018-12-20 14:05:39;2018-12-29 09:40:28;;;1068 days 01:44:20.820328;3;0;0;0;2;563;2;1
Closed;Easy;11051;0;2;26;0;26;463;2018-12-15 17:09:50;2018-12-15 18:09:00;;;1072 days 22:40:12.366887;0;0;0;0;0;0;1;3
Closed;Easy;11050;0;14;13;0;13;521;2018-12-15 16:14:43;2018-12-17 07:43:28;;;1072 days 23:35:22.482160;2;642;2;642;2;505;1;4
Closed;Easy;11012;0;4;54;15;39;771;2018-12-11 01:53:07;2018-12-15 19:12:57;;;1077 days 13:57:01.514136;7;188;2;188;7;4874;1;1
Closed;Easy;11007;0;7;60;22;38;106;2018-12-10 17:09:14;2018-12-11 20:47:03;;;1077 days 22:40:57.383463;4;470;5;470;4;497;1;1
Closed;Easy;11001;0;1;1;0;1;80;2018-12-09 15:03:50;2018-12-10 05:52:11;;;1079 days 00:46:23.813152;2;0;0;0;1;209;2;1
Closed;Easy;10995;0;1;7;1;6;474;2018-12-08 12:29:15;2018-12-10 06:22:26;;;1080 days 03:21:01.275002;3;120;1;120;2;227;3;1
Closed;Easy;10994;16;5;111;54;57;936;2018-12-08 11:50:24;2018-12-10 05:46:22;;;1080 days 03:59:54.855259;14;28;1;28;14;2934;1;3
Closed;Easy;10985;0;4;18;0;18;411;2018-12-07 12:03:12;2018-12-10 06:34:28;;;1081 days 03:47:09.562786;2;314;4;314;1;433;3;1
Closed;Easy;10960;0;2;34;0;34;901;2018-12-05 05:21:30;2018-12-05 20:41:10;;;1083 days 10:28:53.871704;4;0;0;0;4;986;1;8
Closed;Easy;10959;0;1;1;1;0;363;2018-12-05 03:50:24;2018-12-05 20:45:59;;;1083 days 12:00:02.471991;2;0;0;0;2;699;1;1
Closed;Easy;10939;0;2;47;2;45;238;2018-12-01 20:01:35;2018-12-04 22:20:37;;;1086 days 19:48:54.017431;4;140;1;140;2;335;5;1
Closed;Easy;10927;0;1;20;8;12;211;2018-11-30 13:54:47;2018-12-04 20:24:12;;;1088 days 01:55:44.307874;8;0;0;0;7;3869;2;2
Closed;Easy;10913;0;1;6;6;0;219;2018-11-29 16:12:41;2018-11-29 18:41:28;;;1088 days 23:37:52.707976;4;0;0;0;3;653;1;1
Closed;Easy;10905;0;1;5;0;5;41;2018-11-28 17:21:24;2018-11-28 19:53:54;;;1089 days 22:29:12.087020;16;0;0;0;16;2735;1;1
Closed;Easy;10904;0;1;3;0;3;96;2018-11-28 17:01:38;2018-11-28 17:14:16;;;1089 days 22:49:00.298478;4;0;0;0;3;681;3;1
Closed;Easy;10897;0;1;10;2;8;109;2018-11-27 21:01:08;2018-11-29 15:46:54;;;1090 days 18:49:33.036048;3;436;2;436;2;393;1;1
Closed;Easy;10891;0;1;7;2;5;744;2018-11-26 19:20:11;2018-11-27 23:43:11;;;1091 days 20:30:32.597709;1;0;0;0;1;609;1;3
Closed;Easy;10858;4;5;38;2;36;341;2018-11-18 04:19:49;2018-11-19 20:00:35;;;1100 days 11:30:56.913982;10;0;0;0;10;2548;1;1
Closed;Easy;10699;0;3;30;11;19;562;2018-10-20 09:15:42;2018-11-13 20:56:07;;;1129 days 06:35:07.524754;14;1312;9;1312;13;2625;3;1
Closed;Easy;10685;0;1;12;6;6;375;2018-10-19 07:54:50;2018-10-19 22:43:50;;;1130 days 07:56:01.735190;2;0;0;0;2;608;1;3
Closed;Easy;10676;0;2;31;4;27;104;2018-10-17 07:19:30;2019-08-26 20:44:22;;;1132 days 08:31:24.313957;2;220;2;220;2;417;1;1
Closed;Easy;10664;0;3;24;0;24;2785;2018-10-15 18:32:02;2018-10-15 19:53:24;;;1133 days 21:18:54.587500;3;0;0;0;2;334;3;1
Closed;Easy;10557;0;2;10;2;8;718;2018-09-24 09:12:25;2019-02-14 10:40:44;;;1155 days 06:38:34.308489;8;324;2;324;6;1193;4;1
Closed;Easy;10504;0;3;18;3;15;677;2018-09-12 18:55:00;2018-10-09 22:44:23;;;1166 days 20:56:02.556032;2;115;1;115;2;699;1;1
Closed;Easy;10370;61;10;472;216;256;813;2018-08-20 03:41:45;2019-03-19 20:42:15;;;1190 days 12:09:20.993821;7;447;6;447;5;370;3;4
Closed;Easy;10363;0;1;2;1;1;161;2018-08-18 16:02:12;2020-05-14 17:35:49;;;1191 days 23:48:56.807925;3;0;0;0;2;947;2;1
Closed;Easy;10242;0;2;12;3;9;150;2018-08-08 19:50:38;2019-03-19 19:41:57;;;1201 days 20:00:34.029663;6;1188;5;1188;5;710;1;1
Closed;Easy;10185;0;5;14;5;9;532;2018-08-04 09:35:26;2018-08-04 16:41:58;;;1206 days 06:15:48.309396;2;0;0;0;1;186;2;3
Closed;Easy;10066;0;0;0;0;0;144;2018-07-26 06:29:15;2018-07-30 16:17:36;;;1215 days 09:22:01.478820;2;0;0;0;0;0;1;0
Closed;Easy;10003;0;1;2;0;2;682;2018-07-20 19:57:23;2018-08-14 17:19:20;;;1220 days 19:53:56.017616;4;200;2;200;4;337;1;1
Closed;Easy;9998;0;1;1;0;1;239;2018-07-20 18:11:28;2018-07-22 14:20:46;2018-07-22 14:20:45;1213 days 09:11:19;1220 days 21:39:53.355128;3;0;0;0;2;204;3;1
Closed;Easy;9626;0;1;2;1;1;88;2018-06-01 18:54:08;2018-06-01 18:58:10;2018-06-01 18:58:10;1269 days 21:50:56;1269 days 20:57:17.909138;0;0;0;0;0;0;1;1
Closed;Easy;9390;0;1;2;1;1;355;2018-05-15 03:29:09;2018-05-23 20:29:34;;;1287 days 12:22:19.357539;7;0;0;0;6;718;2;1
Closed;Easy;9345;15;3;7;4;3;560;2018-05-09 03:22:58;2018-05-10 03:38:16;2018-05-10 03:38:16;1184 days 15:31:18;1293 days 12:28:35.481305;6;0;0;0;6;1229;1;2
Closed;Easy;9323;8;4;53;4;49;573;2018-05-05 18:55:21;2019-06-27 02:40:26;;;1296 days 20:56:14.781980;2;0;0;0;1;130;2;3
Closed;Easy;9249;0;1;12;4;8;427;2018-04-27 20:01:06;2018-04-27 21:21:52;;;1304 days 19:50:31.990880;2;0;0;0;1;188;3;1
Closed;Easy;9248;0;22;206;82;124;434;2018-04-27 16:28:35;2018-04-27 19:45:19;;;1304 days 23:23:06.857785;1;0;0;0;0;0;3;12
Closed;Easy;9025;0;1;2;0;2;20;2018-04-08 13:54:32;2018-04-12 22:09:24;;;1324 days 01:57:14.366485;2;0;0;0;1;137;4;1
Closed;Easy;8974;0;6;70;6;64;760;2018-04-05 14:54:51;2018-04-06 00:16:17;;;1327 days 00:56:59.733173;4;0;0;0;4;409;1;1
Closed;Easy;8932;0;1;32;18;14;250;2018-04-03 00:46:50;2018-04-05 22:22:19;;;1329 days 15:05:05.229693;4;0;0;0;3;424;4;2
Closed;Easy;8776;22;7;73;33;40;230;2018-03-21 21:48:06;2018-03-21 23:49:08;;;1341 days 18:03:51.791533;1;0;0;0;1;238;1;3
Closed;Easy;8747;0;1;26;0;26;678;2018-03-19 08:32:18;2018-04-03 16:21:42;;;1344 days 07:19:42.836641;2;823;7;823;2;271;2;1
Closed;Easy;8727;0;1;10;2;8;112;2018-03-16 14:24:13;2018-11-23 05:30:56;;;1347 days 01:27:52.725867;6;86;1;86;4;233;3;1
Closed;Easy;8705;0;2;23;1;22;5;2018-03-14 18:37:03;2018-03-15 22:16:53;;;1348 days 21:15:05.046899;1;0;0;0;1;166;1;1
Closed;Easy;8664;0;1;8;0;8;354;2018-03-12 04:39:16;2018-03-12 05:17:20;2018-03-12 05:17:19;1341 days 00:18:41;1351 days 11:12:56.663852;2;0;0;0;1;33;4;1
Closed;Easy;8651;0;5;61;14;47;1512;2018-03-11 11:16:05;2021-09-06 20:04:39;;;1352 days 04:36:10.091171;2;0;0;0;1;404;3;3
Closed;Easy;8637;4;13;123;21;102;1100;2018-03-09 14:29:06;2018-04-28 17:20:41;;;1354 days 01:23:11.334819;4;0;0;0;2;532;2;3
Closed;Easy;8553;0;1;7;5;2;92;2018-03-02 04:28:20;2018-03-02 17:35:04;;;1361 days 11:23:59.942158;3;144;2;144;2;151;2;1
Closed;Easy;8549;30;22;433;265;168;44;2018-03-01 20:55:33;2018-03-12 05:10:06;;;1361 days 18:56:51.950467;8;214;4;214;7;3255;1;4
Closed;Easy;8542;0;6;118;24;94;858;2018-03-01 13:56:14;2018-03-14 18:12:30;;;1362 days 01:56:13.724730;6;271;2;271;6;1043;1;1
Closed;Easy;8521;0;5;31;11;20;858;2018-02-26 16:27:30;2018-02-27 20:36:47;;;1364 days 23:25:00.242024;5;0;0;0;4;861;2;2
Closed;Easy;8512;0;2;227;19;208;328;2018-02-25 18:00:05;2018-03-21 05:02:57;;;1365 days 21:52:29.664612;9;252;1;252;8;2678;1;4
Closed;Easy;8506;0;3;53;4;49;646;2018-02-24 23:46:15;2020-04-03 19:01:36;;;1366 days 16:06:22.053084;4;0;0;0;2;152;3;1
Closed;Easy;8409;0;6;33;4;29;379;2018-02-16 15:04:11;2018-02-27 12:22:30;;;1375 days 00:48:29.783974;10;2767;14;2767;10;2451;2;2
Closed;Easy;8397;11;30;2745;0;2745;260;2018-02-15 16:16:15;2018-02-28 21:18:21;2018-02-28 21:18:21;638 days 17:13:04;1375 days 23:36:30.908778;4;4723;7;4723;3;419;1;3
Closed;Easy;8394;0;3;57;22;35;661;2018-02-15 11:17:11;2018-03-03 18:29:37;;;1376 days 04:35:37.485770;5;375;2;375;3;647;1;3
Closed;Easy;8390;0;2;27;3;24;180;2018-02-14 19:23:45;2018-03-02 01:57:53;;;1376 days 20:29:08.068303;5;0;0;0;4;435;1;1
Closed;Easy;8359;0;2;154;3;151;161;2018-02-13 01:35:46;2018-02-26 21:50:15;2018-02-26 21:50:15;1325 days 19:31:21;1378 days 14:17:11.756600;4;0;0;0;4;294;1;1
Closed;Easy;8343;0;4;84;23;61;504;2018-02-11 18:03:35;2018-09-13 16:58:11;;;1379 days 21:49:26.538042;11;455;4;455;9;3694;2;1
Closed;Easy;8341;4;3;37;2;35;97;2018-02-11 08:10:22;2018-02-12 16:58:14;;;1380 days 07:42:42.532167;4;472;4;472;3;503;1;1
Closed;Easy;8339;0;2;20;3;17;271;2018-02-10 17:43:26;2018-02-17 00:58:15;;;1380 days 22:09:41.003793;4;0;0;0;3;341;2;1
Closed;Easy;8308;0;13;91;12;79;141;2018-02-08 14:46:05;2018-03-28 19:40:24;;;1383 days 01:07:04.416872;10;0;0;0;9;1465;2;1
Closed;Easy;8271;0;5;39;8;31;209;2018-02-05 13:57:55;2018-05-02 19:42:19;;;1386 days 01:55:16.789799;9;0;0;0;7;1638;1;1
Closed;Easy;8269;0;3;19;10;9;11;2018-02-05 08:25:14;2018-02-06 00:22:23;;;1386 days 07:28:01.962349;2;0;0;0;1;123;1;1
Closed;Easy;8205;0;1;2;1;1;257;2018-01-27 13:51:48;2018-01-31 23:17:08;2018-01-31 23:17:08;1386 days 16:28:50;1395 days 02:01:30.250192;2;0;0;0;1;70;3;1
Closed;Easy;8204;0;1;2;1;1;12;2018-01-27 10:05:46;2018-01-28 00:32:45;;;1395 days 05:47:34.542642;4;0;0;0;3;260;4;1
Closed;Easy;8180;0;2;19;0;19;106;2018-01-25 20:24:41;2018-01-29 19:04:49;2018-01-29 19:04:49;1387 days 19:08:49;1396 days 19:28:43.776494;2;0;0;0;1;38;4;1
Closed;Easy;8171;0;1;2;1;1;114;2018-01-25 11:31:20;2018-01-28 00:31:33;;;1397 days 04:22:07.354045;5;0;0;0;4;803;1;1
Closed;Easy;8164;0;2;24;4;20;86;2018-01-24 23:06:17;2018-01-25 02:45:43;;;1397 days 16:47:14.065083;4;0;0;0;3;422;3;1
Closed;Easy;8163;0;4;85;6;79;117;2018-01-24 22:49:32;2018-02-05 21:43:18;;;1397 days 17:04:03.861320;7;0;0;0;6;799;1;2
Closed;Easy;8159;0;8;119;39;80;319;2018-01-24 17:43:32;2018-02-16 19:48:31;;;1397 days 22:10:06.530717;6;72;1;72;4;243;3;1
Closed;Easy;8158;0;6;53;18;35;12;2018-01-24 16:01:40;2018-02-03 01:38:13;;;1397 days 23:52:01.249280;5;482;2;482;5;943;1;1
Closed;Easy;8136;0;2;37;11;26;329;2018-01-22 15:49:00;2019-07-12 03:01:27;;;1400 days 00:04:45.095437;18;1374;11;1374;17;1570;2;1
Closed;Easy;8133;15;10;260;0;260;45;2018-01-21 17:13:03;2018-03-28 18:09:56;;;1400 days 22:40:46.433278;13;1622;12;1622;13;1809;1;1
Closed;Easy;8130;0;2;28;1;27;406;2018-01-21 00:21:21;2018-02-12 20:51:12;;;1401 days 15:32:30.792758;4;0;0;0;3;563;1;4
Closed;Easy;8086;0;3;98;11;87;233;2018-01-16 20:04:26;2018-01-17 14:11:45;2018-01-17 14:11:44;1378 days 00:43:53;1405 days 19:49:28.093203;2;0;0;0;1;32;2;1
Closed;Easy;8036;0;3;17;2;15;11;2018-01-09 11:44:23;2018-01-11 11:29:56;2018-01-11 11:29:56;1411 days 02:49:45;1413 days 04:09:33.995933;6;998;5;998;5;493;0;1
Closed;Easy;7983;0;2;18;6;12;626;2018-01-03 20:14:16;2018-11-29 00:05:10;;;1418 days 19:39:43.208828;3;0;0;0;2;161;3;1
Closed;Easy;7964;0;2;30;10;20;11;2018-01-01 16:25:22;2018-01-31 23:06:47;;;1420 days 23:28:40.624863;2;476;4;476;1;65;1;1
Closed;Easy;7960;0;1;45;5;40;165;2018-01-01 04:40:02;2020-05-06 00:57:08;;;1421 days 11:14:03.103203;3;0;0;0;1;97;2;1
Closed;Easy;7959;0;1;45;5;40;165;2018-01-01 01:57:27;2018-01-01 02:38:21;;;1421 days 13:56:40.730952;1;0;0;0;0;0;0;2
Closed;Easy;7951;0;3;30;2;28;130;2017-12-30 10:17:07;2018-02-10 01:58:50;;;1423 days 05:37:03.164323;7;0;0;0;4;1314;2;1
Closed;Easy;7903;0;6;65;11;54;404;2017-12-26 12:07:27;2018-02-19 17:54:05;;;1427 days 03:46:45.717146;8;0;0;0;8;1721;1;2
